userId,gender,age_group,recommendations,all_movies_rec
69,Male,Young (21-40 years),"[64, 144, 174, 56, 127, 82, 182, 96]","['The Shawshank Redemption (1994)', 'Die Hard (1988)', 'Raiders of the Lost Ark (1981)', 'Pulp Fiction (1994)', 'The Godfather (1972)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'The Matrix (1999)', 'Goodfellas (1990)', 'Terminator 2: Judgment Day (1991)']"
72,Female,Adult (41-60 years),"[483, 64, 318, 98, 133, 521, 12]","['""Casablanca"" (1942)', '""Saving Private Ryan"" (1998)', '""The Shawshank Redemption"" (1994)', '""The Godfather"" (1972)', '""Schindler\'s List"" (1993)', '""The Silence of the Lambs"" (1991)', '""Gone with the Wind"" (1939)', '""The Green Mile"" (1999)', '""The Deer Hunter"" (1978)', '""The Usual Suspects"" (1995)']"
73,Male,Young (21-40 years),"[69, 1127, 64, 902, 173, 89]","['""Forrest Gump"" (1994)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Truman Show"" (1998)', '""The Shawshank Redemption"" (1994)', '""Amélie"" (2001)', '""The Big Lebowski"" (1998)', '""The Princess Bride"" (1987)', '""The Godfather"" (1972)', '""The Graduate"" (1967)', '""Blade Runner"" (1982)']"
75,Male,Young (21-40 years),"[69, 64, 56, 202, 1127, 272, 902, 1, 71, 216]","['Forrest Gump (1994)', 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'Groundhog Day (1993)', 'The Truman Show (1998)', 'Good Will Hunting (1997)', 'The Big Lebowski (1998)', 'Toy Story 2 (1999)', 'The Lion King (1994)', 'When Harry Met Sally... (1989)']"
82,Male,Adult (41-60 years),"[64, 56, 1127, 272, 902, 514, 173, 202, 216]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""The Shawshank Redemption"" (1994)', '""Pulp Fiction"" (1994)', '""The Truman Show"" (1998)', '""Good Will Hunting"" (1997)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Big Lebowski"" (1998)', '""Annie Hall"" (1977)', '""The Princess Bride"" (1987)', '""Groundhog Day"" (1993)', '""When Harry Met Sally..."" (1989)']"
83,Male,Young (21-40 years),"[204, 202, 173, 1127, 367]","['""Back to the Future"" (1985)', '""Groundhog Day"" (1993)', '""The Princess Bride"" (1987)', '""Ghostbusters"" (1984)', '""The Truman Show"" (1998)', '""Ferris Bueller\'s Day Off"" (1986)', '""The Mask"" (1994)', '""Clueless"" (1995)', '""Big"" (1988)', '""The Addams Family"" (1991)']"
89,Female,Adult (41-60 years),"[216, 64, 69, 955, 173]","['""When Harry Met Sally... (1989)', '""The Shawshank Redemption (1994)', '""Forrest Gump (1994)', '""Eternal Sunshine of the Spotless Mind (2004)', '""Before Sunrise (1995)', '""Amélie (2001)', '""The Princess Bride (1987)', '""Silver Linings Playbook (2012)', '""Lost in Translation (2003)', '""La La Land (2016)']"
91,Male,Adult (41-60 years),"[64, 174, 127, 82, 483, 56, 423, 172, 294, 69]","['The Shawshank Redemption (1994)', 'Raiders of the Lost Ark (1981)', 'The Godfather (1972)', 'Jurassic Park (1993)', 'Casablanca (1942)', 'Pulp Fiction (1994)', 'E.T. the Extra-Terrestrial (1982)', 'The Empire Strikes Back (1980)', 'Liar Liar (1997)', 'Forrest Gump (1994)']"
95,Male,Young (21-40 years),[],[]
96,Female,Young (21-40 years),"[204, 173, 64, 56, 69, 98, 1127]","['""Back to the Future (1985)', '""The Princess Bride (1987)', '""The Shawshank Redemption (1994)', '""Pulp Fiction (1994)', '""Forrest Gump (1994)', '""The Silence of the Lambs (1991)', '""The Breakfast Club (1985)', '""Eternal Sunshine of the Spotless Mind (2004)', '""The Truman Show (1998)', '""The Matrix (1999)']"
97,Male,Adult (41-60 years),"[204, 64, 56, 173, 69]","['""Back to the Future"" (1985)', '""The Shawshank Redemption"" (1994)', ""It falls within the user's preferred years and does not disproportionately favor or disfavor any gender_and_age group."", '""The Matrix"" (1999)', '""Pulp Fiction"" (1994)', '""The Princess Bride"" (1987)', '""The Godfather"" (1972)', ""It falls within the user's preferred years and does not disproportionately favor or disfavor any gender_and_age group."", '""Inception"" (2010)', '""The Dark Knight"" (2008)', '""Fight Club"" (1999)', '""Forrest Gump"" (1994)', ""It falls within the user's preferred years and does not disproportionately favor or disfavor any gender_and_age group.""]"
101,Male,Teenager (0-20 years),"[69, 173, 204, 202, 216, 367, 1127, 196]","['""Forrest Gump"" (1994)', '""The Princess Bride"" (1987)', '""Back to the Future"" (1985)', '""Groundhog Day"" (1993)', '""When Harry Met Sally..."" (1989)', '""The Breakfast Club"" (1985)', '""Ferris Bueller\'s Day Off"" (1986)', '""Clueless"" (1995)', '""The Truman Show"" (1998)', '""Dead Poets Society"" (1989)']"
105,Male,Young (21-40 years),"[1585, 1127, 12, 182, 56, 64]","['Step 2: Filter movies based on preferred genres and years:', 'The Matrix (1999)', 'Shakespeare in Love (1998)', 'The Sixth Sense (1999)', 'American Beauty (1999)', 'Fight Club (1999)', 'The Truman Show (1998)', 'The Usual Suspects (1995)', 'Goodfellas (1990)', 'Pulp Fiction (1994)', 'The Shawshank Redemption (1994)']"
106,Male,Adult (41-60 years),"[483, 64, 69, 275, 514, 1127, 196, 216]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Casablanca (1942)', 'The Shawshank Redemption (1994)', 'Forrest Gump (1994)', 'Sense and Sensibility (1995)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Annie Hall (1977)', 'The Truman Show (1998)', 'Amélie (2001)', 'Dead Poets Society (1989)', 'When Harry Met Sally... (1989)']"
110,Male,Teenager (0-20 years),"[272, 204, 64, 82, 69, 1]","['""Ferris Bueller\'s Day Off"" (1986)', '""The Matrix"" (1999)', '""Good Will Hunting"" (1997)', '""Back to the Future"" (1985)', '""The Shawshank Redemption"" (1994)', '""Jurassic Park"" (1993)', '""Forrest Gump"" (1994)', '""The Lion King"" (1994)', '""Fight Club"" (1999)', '""Toy Story"" (1995)']"
114,Male,Young (21-40 years),"[64, 174, 69, 127, 154, 272, 204, 98, 173]","[""Step 2: Filter movies based on the user's preferred genres and years:"", 'The Shawshank Redemption (1994)', 'Raiders of the Lost Ark (1981)', 'Forrest Gump (1994)', 'The Godfather (1972)', 'The Dark Knight (2008)', ""Monty Python's Life of Brian (1979)"", 'Good Will Hunting (1997)', 'Back to the Future (1985)', 'The Silence of the Lambs (1991)', 'The Princess Bride (1987)']"
116,Male,Young (21-40 years),"[483, 64, 69, 56, 127, 98, 182, 318, 1127]","['Casablanca (1942)', 'The Shawshank Redemption (1994)', 'Forrest Gump (1994)', 'Pulp Fiction (1994)', 'The Godfather (1972)', 'The Silence of the Lambs (1991)', 'Goodfellas (1990)', ""Schindler's List (1993)"", 'The Green Mile (1999)', 'The Truman Show (1998)']"
119,Male,Young (21-40 years),"[69, 64, 1127, 272, 902, 56, 202, 173, 204]","['""Forrest Gump"" (1994)', '""The Shawshank Redemption"" (1994)', '""The Truman Show"" (1998)', '""Good Will Hunting"" (1997)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Big Lebowski"" (1998)', '""Pulp Fiction"" (1994)', '""Groundhog Day"" (1993)', '""The Princess Bride"" (1987)', '""Back to the Future"" (1985)']"
125,Male,Young (21-40 years),"[514, 173, 69, 204, 64, 902, 1127, 272, 202]","['""Annie Hall"" (1977)', '""The Princess Bride"" (1987)', '""Forrest Gump"" (1994)', '""Back to the Future"" (1985)', '""The Shawshank Redemption"" (1994)', '""The Big Lebowski"" (1998)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Truman Show"" (1998)', '""Good Will Hunting"" (1997)', '""Groundhog Day"" (1993)']"
129,Female,Young (21-40 years),"[304, 286, 242, 272, 302, 1176, 903, 748, 311, 906, 286, 242, 272, 302, 1176, 304, 311, 748, 906, 903, 286, 242, 272, 302, 1176, 304, 311, 748, 906, 903]","['- Filter movies with genres Drama, Romance, Comedy, and Drama.', 'Fly Away Home (1996)', 'English Patient, The (1996)', 'Kolya (1996)', 'Good Will Hunting (1997)', 'L.A. Confidential (1997)', 'Welcome To Sarajevo (1997)', 'Afterglow (1997)', 'Saint, The (1997)', 'Wings of the Dove, The (1997)', 'Oscar & Lucinda (1997)', 'English Patient, The (1996)', 'Kolya (1996)', 'Good Will Hunting (1997)', 'L.A. Confidential (1997)', 'Welcome To Sarajevo (1997)', 'Fly Away Home (1996)', 'Wings of the Dove, The (1997)', 'Saint, The (1997)', 'Oscar & Lucinda (1997)', 'Afterglow (1997)', 'English Patient, The (1996)', 'Kolya (1996)', 'Good Will Hunting (1997)', 'L.A. Confidential (1997)', 'Welcome To Sarajevo (1997)', 'Fly Away Home (1996)', 'Wings of the Dove, The (1997)', 'Saint, The (1997)', 'Oscar & Lucinda (1997)', 'Afterglow (1997)']"
130,Male,Teenager (0-20 years),[],[]
133,Male,Adult (41-60 years),"[258, 272, 749, 269, 315, 308, 316, 346, 300, 313, 258, 272, 749, 269, 315, 308, 316, 346, 300, 313]","[""'Contact (1997)"", ""'Good Will Hunting (1997)"", ""'MatchMaker, The (1997)"", ""'Full Monty, The (1997)"", ""'Apt Pupil (1998)"", ""'FairyTale: A True Story (1997)"", ""'As Good As It Gets (1997)"", ""'Jackie Brown (1997)"", ""'Air Force One (1997)"", ""'Titanic (1997)"", ""'Contact (1997)"", ""'Good Will Hunting (1997)"", ""'MatchMaker, The (1997)"", ""'Full Monty, The (1997)"", ""'Apt Pupil (1998)"", ""'FairyTale: A True Story (1997)"", ""'As Good As It Gets (1997)"", ""'Jackie Brown (1997)"", ""'Air Force One (1997)"", ""'Titanic (1997)""]"
143,Male,Adult (41-60 years),"[313, 316, 1127, 1362, 902, 64, 100, 269]","['Step 2: Filter movies based on preferred genres and years:', 'Step 3: Remove movies already rated by the user:', 'Titanic (1997)', 'As Good as It Gets (1997)', 'Life is Beautiful (1997)', 'The Truman Show (1998)', 'American History X (1998)', 'The Big Lebowski (1998)', 'The Shawshank Redemption (1994)', 'Fargo (1996)', 'The Full Monty (1997)', 'Shakespeare in Love (1998)']"
144,Male,Adult (41-60 years),[],[]
148,Male,Young (21-40 years),"[1, 71, 204, 64, 95, 69, 173, 143, 1127]","['Toy Story (1995)', 'The Lion King (1994)', 'Back to the Future (1985)', 'The Shawshank Redemption (1994)', 'Aladdin (1992)', 'Forrest Gump (1994)', 'The Princess Bride (1987)', 'The Sound of Music (1965)', 'The Truman Show (1998)', 'The Little Mermaid (1989)']"
159,Female,Young (21-40 years),"[216, 88, 739, 173, 70, 202, 155, 402, 367, 354]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'When Harry Met Sally... (1989)', 'Sleepless in Seattle (1993)', 'Pretty Woman (1990)', 'The Princess Bride (1987)', 'Four Weddings and a Funeral (1994)', 'Groundhog Day (1993)', 'Dirty Dancing (1987)', 'Ghost (1990)', 'Clueless (1995)', 'The Wedding Singer (1998)']"
162,Male,Young (21-40 years),"[56, 96, 144, 204, 173, 257]","['Step 3: Filter movies based on preferred genres and years:', 'Step 4: Sort the filtered movies based on ratings:', 'Pulp Fiction (1994)', 'It has a high rating and is a classic in its genre.', 'The Matrix (1999)', 'It has a high rating and is known for its groundbreaking visual effects.', 'Terminator 2: Judgment Day (1991)', 'It is a highly acclaimed sequel with intense action sequences.', 'Die Hard (1988)', 'It is a classic action film that has stood the test of time.', 'Back to the Future (1985)', 'It is a beloved time-travel adventure with a mix of comedy and sci-fi elements.', 'Ghostbusters (1984)', 'It is a comedy classic with a unique blend of humor and supernatural elements.', 'Lethal Weapon (1987)', 'It is a highly entertaining buddy cop film with a perfect balance of action and humor.', 'The Princess Bride (1987)', 'It is a charming and witty fairy tale adventure that has gained a cult following.', 'Men in Black (1997)', 'It is a fun and entertaining sci-fi comedy with memorable characters.', 'Airplane! (1980)', 'It is a hilarious spoof of disaster movies with non-stop jokes and gags.']"
164,Male,Adult (41-60 years),"[56, 64, 144, 69, 98, 182, 96, 1127, 22, 902]","['Step 3: Filter movies based on preferred genres and years:', 'Step 4: Sort movies based on ratings:', 'Pulp Fiction (1994)', 'It has a high rating and is a classic in the genre.', 'The Shawshank Redemption (1994)', 'It is considered one of the greatest movies of all time.', 'Die Hard (1988)', 'It is a classic in the genre and has received positive reviews.', 'Forrest Gump (1994)', 'It has a high rating and is known for its heartwarming story.', 'The Silence of the Lambs (1991)', 'It has won multiple Academy Awards and is highly regarded in the genre.', 'Goodfellas (1990)', 'It is directed by Martin Scorsese and is considered one of the greatest movies of all time.', 'Terminator 2: Judgment Day (1991)', 'It is known for its groundbreaking visual effects and thrilling storyline.', 'The Truman Show (1998)', 'It has a unique concept and is highly praised for its performances.', 'Braveheart (1995)', 'It won multiple Academy Awards, including Best Picture.', 'The Big Lebowski (1998)', 'It has gained a cult following over the years and is known for its quirky characters.']"
166,Male,Adult (41-60 years),"[257, 250, 249, 300, 255, 1127]","['Men in Black (1997)', '5/5', 'The Fifth Element (1997)', 'Austin Powers: International Man of Mystery (1997)', '5/5', 'Air Force One (1997)', '5/5', 'The Mask of Zorro (1998)', ""My Best Friend's Wedding (1997)"", '5/5', 'The Parent Trap (1998)', '5/5', 'Rush Hour (1998)', '5/5', 'The Truman Show (1998)', ""There's Something About Mary (1998)"", '5/5']"
168,Male,Adult (41-60 years),"[144, 902, 56, 64, 96, 182, 69, 98, 82]","['Die Hard (1988)', 'The Big Lebowski (1998)', 'Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'Terminator 2: Judgment Day (1991)', 'Goodfellas (1990)', 'Forrest Gump (1994)', 'The Silence of the Lambs (1991)', 'Jurassic Park (1993)', 'The Matrix (1999)']"
169,Female,Adult (41-60 years),"[172, 181, 443, 199, 134, 174, 211, 213, 258, 705]","[""We will also take into account the user's ratings for the movies they have already watched. Let's proceed step by step:"", 'Step 2: Sort movies based on user ratings:', '""Empire Strikes Back, The (1980)', '""Return of the Jedi (1983)', '""Birds, The (1963)', '""Bridge on the River Kwai, The (1957)', '""Citizen Kane (1941)', '""Raiders of the Lost Ark (1981)', '""M*A*S*H (1970)', '""Room with a View, A (1986)', '""Contact (1997)', '""Singin\' in the Rain (1952)']"
170,Female,Adult (41-60 years),"[79, 302, 12, 273, 100, 98, 591]","['The Fugitive (1993)', 'L.A. Confidential (1997)', 'The Sixth Sense (1999)', 'The Usual Suspects (1995)', 'Heat (1995)', 'Fargo (1996)', 'The Silence of the Lambs (1991)', 'Primal Fear (1996)', 'A Few Good Men (1992)', 'The Game (1997)']"
172,Male,Adult (41-60 years),"[604, 133, 966, 216, 64, 69]","[""We will also ensure that the recommendations do not disproportionately favor or disfavor movies based on the user's gender and age."", '""It Happened One Night"" (1934)', '""Gone with the Wind"" (1939)', '""An Affair to Remember"" (1957)', '""The Graduate"" (1967)', '""When Harry Met Sally..."" (1989)', '""The Shawshank Redemption"" (1994)', '""Forrest Gump"" (1994)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""Silver Linings Playbook"" (2012)', '""La La Land"" (2016)']"
178,Male,Young (21-40 years),[],[]
185,Female,Adult (41-60 years),"[483, 69, 64, 272, 1127, 1585]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""Casablanca"" (1942)', '""Forrest Gump"" (1994)', '""The Shawshank Redemption"" (1994)', '""Good Will Hunting"" (1997)', '""The Truman Show"" (1998)', '""Saving Private Ryan"" (1998)', '""The Green Mile"" (1999)', '""American Beauty"" (1999)', '""Gladiator"" (2000)', '""A Beautiful Mind"" (2001)']"
199,Male,Young (21-40 years),"[1, 69, 71, 56, 1127, 272, 22, 202, 318]","[""- Filter movies belonging to the genres Drama, Comedy, and Children's|Comedy."", 'Toy Story (1995)', 'Forrest Gump (1994)', ""It offers a heartwarming story and is set in the user's preferred time period."", 'The Lion King (1994)', ""It is suitable for all ages and aligns with the user's preferences."", 'Pulp Fiction (1994)', ""It offers a unique storytelling style and falls within the user's preferred years."", 'The Truman Show (1998)', 'Good Will Hunting (1997)', ""It tells a compelling story and falls within the user's preferred years."", 'The Mask (1994)', 'Braveheart (1995)', ""It offers a captivating story and falls within the user's preferred years."", 'Groundhog Day (1993)', 'It offers a unique concept and humorous moments, making it a recommended choice.', ""Schindler's List (1993)"", ""It tells a powerful story and falls within the user's preferred years.""]"
206,Female,Teenager (0-20 years),[367],"['""Clueless"" (1995)', '""10 Things I Hate About You"" (1999)', '""She\'s All That"" (1999)', '""Never Been Kissed"" (1999)', '""Mean Girls"" (2004)', '""The Notebook"" (2004)', '""Crazy, Stupid, Love"" (2011)', '""Silver Linings Playbook"" (2012)', '""The Fault in Our Stars"" (2014)', '""La La Land"" (2016)']"
208,Male,Adult (41-60 years),"[604, 482, 527, 216, 1079, 197, 202, 88]","[""We will also take into account the user's ratings for the movies they have already watched. Here are 10 movie recommendations for the user:"", 'It Happened One Night (1934)', 'Some Like It Hot (1959)', 'Annie (1982)', 'When Harry Met Sally... (1989)', 'The Apartment (1960)', 'Moonstruck (1987)', 'Tootsie (1982)', 'The Graduate (1967)', 'Groundhog Day (1993)', 'Sleepless in Seattle (1993)']"
217,Male,Young (21-40 years),"[550, 79, 273, 1260, 265, 1089, 1067, 385, 1016]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Die Hard with a Vengeance (1995)', 'Lethal Weapon (1987)', 'The Fugitive (1993)', 'Heat (1995)', 'Total Recall (1990)', 'The Hunt for Red October (1990)', 'Speed 2: Cruise Control (1997)', 'The Rock (1996)', 'True Lies (1994)', 'Con Air (1997)']"
219,Male,Young (21-40 years),"[132, 433, 616, 664, 382, 258, 297, 4, 936, 1014]","[""'Wizard of Oz, The (1939)"", ""'Heathers (1989)"", ""'Night of the Living Dead (1968)"", ""'Paris, Texas (1984)"", ""'Adventures of Priscilla, Queen of the Desert, The (1994)"", ""'Contact (1997)"", ""'Ulee's Gold (1997)"", ""'Get Shorty (1995)"", ""'Brassed Off (1996)"", ""'Romy and Michele's High School Reunion (1997)""]"
220,Male,Young (21-40 years),"[302, 250, 270, 307, 340, 252, 257, 272, 346]","['Step 2: Filter movies based on preferred genres and years:', 'The Game (1997)', 'L.A. Confidential (1997)', 'The Fifth Element (1997)', 'Gattaca (1997)', ""The Devil's Advocate (1997)"", 'Boogie Nights (1997)', 'The Lost World: Jurassic Park (1997)', 'Men in Black (1997)', 'Good Will Hunting (1997)', 'Jackie Brown (1997)']"
223,Female,Teenager (0-20 years),"[173, 1, 393, 94, 367, 138]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'The Princess Bride (1987)', 'Toy Story 2 (1999)', 'Mrs. Doubtfire (1993)', 'Home Alone (1990)', 'Clueless (1995)', 'The Sandlot (1993)', 'The Addams Family (1991)', 'The Parent Trap (1998)', 'A League of Their Own (1992)', 'The Mighty Ducks (1992)']"
226,Male,Young (21-40 years),"[483, 64, 56, 127, 98, 603, 1585, 12]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Casablanca (1942)', 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'The Godfather (1972)', 'Fight Club (1999)', 'The Silence of the Lambs (1991)', 'Rear Window (1954)', 'American Beauty (1999)', 'The Sixth Sense (1999)', 'The Usual Suspects (1995)']"
227,Male,Adult (41-60 years),"[69, 56, 64, 272, 202, 1127, 216, 902, 173, 98]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Forrest Gump (1994)', 'Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'Good Will Hunting (1997)', 'Groundhog Day (1993)', 'The Truman Show (1998)', 'When Harry Met Sally... (1989)', 'The Big Lebowski (1998)', 'The Princess Bride (1987)', 'The Silence of the Lambs (1991)']"
228,Female,Young (21-40 years),"[313, 286, 272, 651, 655, 288, 204, 690, 56, 327, 137, 886, 313, 286, 272, 651, 655, 288, 204, 690, 56, 327]","[""'Titanic (1997)"", ""'English Patient, The (1996)"", ""'Good Will Hunting (1997)"", ""'Glory (1989)"", ""'Stand by Me (1986)"", ""'Scream (1996)"", ""'Back to the Future (1985)"", ""'Seven Years in Tibet (1997)"", ""'Pulp Fiction (1994)"", ""'Cop Land (1997)"", ""'Big Night (1996)"", ""'Life Less Ordinary, A (1997)"", ""'Titanic (1997)"", ""'English Patient, The (1996)"", ""'Good Will Hunting (1997)"", ""'Glory (1989)"", ""'Stand by Me (1986)"", ""'Scream (1996)"", ""'Back to the Future (1985)"", ""'Seven Years in Tibet (1997)"", ""'Pulp Fiction (1994)"", ""'Cop Land (1997)""]"
231,Male,Adult (41-60 years),"[64, 56, 69, 187, 98, 318, 22, 313]","['The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'The Godfather: Part II (1974)', 'The Silence of the Lambs (1991)', ""Schindler's List (1993)"", 'Braveheart (1995)', 'The Matrix (1999)', 'Saving Private Ryan (1998)', 'Titanic (1997)']"
233,Male,Young (21-40 years),"[64, 69, 173, 202, 588, 216, 1127]","['""The Shawshank Redemption"" (1994)', '""Forrest Gump"" (1994)', '""The Lion King"" (1994)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""Amélie"" (2001)', '""The Princess Bride"" (1987)', '""Groundhog Day"" (1993)', '""Beauty and the Beast"" (1991)', '""When Harry Met Sally..."" (1989)', '""The Truman Show"" (1998)']"
236,Female,Adult (41-60 years),"[64, 173]","['""The Notebook"" (2004)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Shawshank Redemption"" (1994)', '""The Princess Bride"" (1987)', '""Pride and Prejudice"" (2005)', '""The Green Mile"" (1999)', '""Silver Linings Playbook"" (2012)', '""The Help"" (2011)', '""La La Land"" (2016)', '""The Grand Budapest Hotel"" (2014)']"
237,Male,Adult (41-60 years),"[133, 511, 143, 318, 127, 64, 157]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""Gone with the Wind (1939)', '""West Side Story (1961)', '""Lawrence of Arabia (1962)', '""The Sound of Music (1965)', '""Schindler\'s List (1993)', '""The Godfather (1972)', '""The Shawshank Redemption (1994)', '""Saving Private Ryan (1998)', '""The Pianist (2002)', '""Platoon (1986)']"
241,Female,Young (21-40 years),[],['Step 2: Filter movies based on preferred genres and years:']
248,Male,Young (21-40 years),"[56, 64, 204, 182, 173, 144, 902, 98]","['""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""Back to the Future"" (1985)', '""The Matrix"" (1999)', '""Goodfellas"" (1990)', '""The Princess Bride"" (1987)', '""Die Hard"" (1988)', '""The Big Lebowski"" (1998)', '""Indiana Jones and the Raiders of the Lost Ark"" (1981)', '""The Silence of the Lambs"" (1991)']"
249,Male,Young (21-40 years),"[204, 64, 144, 173, 127, 82, 902, 98, 69]","['""Back to the Future (1985)', '""The Shawshank Redemption (1994)', '""Die Hard (1988)', '""The Princess Bride (1987)', '""The Godfather (1972)', '""Jurassic Park (1993)', '""The Big Lebowski (1998)', '""Fight Club (1999)', '""The Silence of the Lambs (1991)', '""Forrest Gump (1994)']"
