userId,gender,age_group,recommendations,all_movies_rec
484,Female,Teenager (0-20 years),"[2762, 3578, 3176, 110, 2572, 551, 2722, 1513, 2723]","[""We will also take into account the user's ratings for the movies they have already watched. Let's proceed step by step:"", ""Step 2: Sort the remaining movies based on the user's ratings:"", 'The Sixth Sense (1999)', 'The Matrix (1999)', 'Gladiator (2000)', 'The Talented Mr. Ripley (1999)', 'Braveheart (1995)', '10 Things I Hate About You (1999)', 'The Nightmare Before Christmas (1993)', 'Deep Blue Sea (1999)', ""Romy and Michele's High School Reunion (1997)"", 'Mystery Men (1999)']"
522,Male,Young (21-40 years),"[589, 480, 165, 1198, 541, 1240, 1200, 1270, 2000]","['Terminator 2: Judgment Day (1991)', 'Jurassic Park (1993)', 'The Matrix (1999)', 'Die Hard with a Vengeance (1995)', 'Raiders of the Lost Ark (1981)', 'Blade Runner (1982)', 'The Terminator (1984)', 'Aliens (1986)', 'Back to the Future (1985)', 'Lethal Weapon (1987)']"
526,Male,Adult (41-60 years),"[1208, 296, 318, 1221, 541, 1263, 2959, 1240, 1206, 110]","['""Apocalypse Now"" (1979)', '""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""The Godfather: Part II"" (1974)', '""Blade Runner"" (1982)', '""The Deer Hunter"" (1978)', '""Fight Club"" (1999)', '""The Terminator"" (1984)', '""A Clockwork Orange"" (1971)', '""Braveheart"" (1995)']"
544,Male,Young (21-40 years),"[364, 260, 1198, 480, 1197, 1947, 1221, 1204, 1035, 912]","['The Lion King (1994)', 'Star Wars: Episode IV - A New Hope (1977)', 'Raiders of the Lost Ark (1981)', 'Jurassic Park (1993)', 'The Princess Bride (1987)', 'West Side Story (1961)', 'The Godfather: Part II (1974)', 'Lawrence of Arabia (1962)', 'The Sound of Music (1965)', 'Casablanca (1942)']"
554,Male,Young (21-40 years),"[296, 356, 318, 1704, 1682, 50, 1732, 6]","['""Pulp Fiction"" (1994)', '""Forrest Gump"" (1994)', '""The Shawshank Redemption"" (1994)', '""Good Will Hunting"" (1997)', '""The Matrix"" (1999)', '""The Truman Show"" (1998)', '""The Usual Suspects"" (1995)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Big Lebowski"" (1998)', '""Heat"" (1995)']"
568,Female,Adult (41-60 years),"[1221, 1208, 6, 318, 3578, 296, 50, 2858]","['""The Godfather: Part II"" (1974)', '""Apocalypse Now"" (1979)', '""Heat"" (1995)', '""The Fugitive"" (1993)', '""The Shawshank Redemption"" (1994)', '""Gladiator"" (2000)', '""The Departed"" (2006)', '""Pulp Fiction"" (1994)', '""The Usual Suspects"" (1995)', '""American Beauty"" (1999)']"
571,Male,Adult (41-60 years),"[541, 1200, 1240, 1036, 480, 2916, 2000, 457, 377]","['Blade Runner (1982)', 'Aliens (1986)', 'The Terminator (1984)', 'Die Hard (1988)', 'Jurassic Park (1993)', 'The Matrix (1999)', 'Total Recall (1990)', 'Lethal Weapon (1987)', 'The Fugitive (1993)', 'Speed (1994)']"
582,Male,Teenager (0-20 years),"[296, 356, 318, 593, 1704, 1682, 608, 2329, 50]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'The Shawshank Redemption (1994)', 'The Silence of the Lambs (1991)', 'Good Will Hunting (1997)', 'The Truman Show (1998)', 'Fargo (1996)', 'American History X (1998)', 'The Usual Suspects (1995)', 'Eternal Sunshine of the Spotless Mind (2004)']"
583,Female,Young (21-40 years),"[318, 356, 595, 3114, 1682, 364, 1704, 2081, 1197, 588]","['The Shawshank Redemption (1994)', 'Forrest Gump (1994)', 'Beauty and the Beast (1991)', 'Toy Story 2 (1999)', 'The Truman Show (1998)', 'The Lion King (1994)', 'Good Will Hunting (1997)', 'The Little Mermaid (1989)', 'The Princess Bride (1987)', 'Aladdin (1992)']"
586,Male,Young (21-40 years),"[296, 318, 2959, 480, 50, 1270, 593]","['The Dark Knight (2008)', 'Inception (2010)', 'Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'The Matrix (1999)', 'Fight Club (1999)', 'Jurassic Park (1993)', 'The Usual Suspects (1995)', 'Back to the Future (1985)', 'The Silence of the Lambs (1991)']"
647,Male,Young (21-40 years),[],[]
655,Female,Young (21-40 years),[],[]
703,Female,Adult (41-60 years),"[318, 1270, 296, 1291, 1221, 1036, 356, 480]","[""'The Shawshank Redemption (1994)"", ""'Back to the Future (1985)"", ""'Pulp Fiction (1994)"", ""'Indiana Jones and the Last Crusade (1989)"", ""'The Godfather: Part II (1974)"", ""'Die Hard (1988)"", ""'Forrest Gump (1994)"", ""'The Dark Knight (2008)"", ""'Jurassic Park (1993)"", ""'The Matrix (1999)""]"
714,Male,Teenager (0-20 years),[],[]
746,Female,Teenager (0-20 years),[],[]
761,Male,Teenager (0-20 years),"[480, 1036, 1270, 589, 1580, 1527, 2000, 780]","['Step 2: Filter movies based on preferred genres and years:', 'Step 3: Remove any movies that may introduce bias:', 'The Dark Knight (2008)', 'The Matrix (1999)', 'Jurassic Park (1993)', 'Die Hard (1988)', 'Back to the Future (1985)', 'Terminator 2: Judgment Day (1991)', 'Men in Black (1997)', 'The Fifth Element (1997)', 'Lethal Weapon (1987)', 'Independence Day (1996)']"
769,Male,Adult (41-60 years),"[912, 296, 318, 1221, 1213, 1193, 593, 50, 829]","['""Casablanca"" (1942)', '""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""The Godfather: Part II"" (1974)', '""Goodfellas"" (1990)', '""One Flew Over the Cuckoo\'s Nest"" (1975)', '""The Silence of the Lambs"" (1991)', '""The Graduate"" (1967)', '""The Usual Suspects"" (1995)', '""The Apartment"" (1960)']"
794,Male,Adult (41-60 years),"[1230, 1307, 1265, 1682, 1784, 1197, 1732, 2396]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""Annie Hall"" (1977)', '""When Harry Met Sally..."" (1989)', '""Groundhog Day"" (1993)', '""The Truman Show"" (1998)', '""As Good as It Gets"" (1997)', '""The Princess Bride"" (1987)', '""Little Miss Sunshine"" (2006)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Big Lebowski"" (1998)', '""Shakespeare in Love"" (1998)']"
829,Male,Teenager (0-20 years),"[318, 296, 50, 912, 904, 903, 1617, 608]","['""The Shawshank Redemption"" (1994)', '""Pulp Fiction"" (1994)', '""The Usual Suspects"" (1995)', '""The Godfather"" (1972)', '""Casablanca"" (1942)', '""Rear Window"" (1954)', '""The Matrix"" (1999)', '""Vertigo"" (1958)', '""L.A. Confidential"" (1997)', '""Fargo"" (1996)']"
839,Male,Young (21-40 years),[],[]
841,Female,Adult (41-60 years),"[318, 356, 296, 1682, 1704, 3147, 1732, 2858, 50, 2762]","['The Shawshank Redemption (1994)', 'Forrest Gump (1994)', 'Pulp Fiction (1994)', 'The Truman Show (1998)', 'Good Will Hunting (1997)', 'The Green Mile (1999)', 'The Big Lebowski (1998)', 'American Beauty (1999)', 'The Usual Suspects (1995)', 'The Sixth Sense (1999)']"
873,Male,Adult (41-60 years),"[912, 1193, 296, 318, 1230, 1221, 1213]","['""Casablanca"" (1942)', '""One Flew Over the Cuckoo\'s Nest"" (1975)', '""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""Annie Hall"" (1977)', '""The Godfather: Part II"" (1974)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""Goodfellas"" (1990)', '""The Graduate"" (1967)', '""Amelie"" (2001)', ""Each movie offers a unique blend of storytelling, themes, and genres that align with the user's interests.""]"
900,Female,Adult (41-60 years),"[912, 1230, 1247, 3598, 1704, 1307, 318, 1265]","['Step 2: Filter movies based on preferred genres and years:', 'Casablanca (1942)', 'Annie Hall (1977)', 'Eternal Sunshine of the Spotless Mind (2004)', 'The Graduate (1967)', 'Amélie (2001)', 'Good Will Hunting (1997)', 'When Harry Met Sally... (1989)', 'The Shawshank Redemption (1994)', 'Lost in Translation (2003)', 'Groundhog Day (1993)']"
915,Male,Young (21-40 years),"[593, 1036, 2762, 589, 1387, 2000, 1258, 110, 457, 480]","['The Silence of the Lambs (1991)', 'Die Hard (1988)', 'The Sixth Sense (1999)', 'Terminator 2: Judgment Day (1991)', 'Jaws (1975)', 'Lethal Weapon (1987)', 'The Shining (1980)', 'Braveheart (1995)', 'The Fugitive (1993)', 'Jurassic Park (1993)']"
916,Female,Young (21-40 years),"[1265, 318, 356, 296, 1213, 1732, 1682, 1197, 1968, 593]","['""Groundhog Day"" (1993)', '""The Shawshank Redemption"" (1994)', '""Forrest Gump"" (1994)', '""Pulp Fiction"" (1994)', '""Goodfellas"" (1990)', '""The Big Lebowski"" (1998)', '""The Truman Show"" (1998)', '""The Princess Bride"" (1987)', '""The Breakfast Club"" (1985)', '""The Silence of the Lambs"" (1991)']"
919,Female,Young (21-40 years),[],[]
941,Male,Teenager (0-20 years),"[296, 318, 1213, 356, 1732, 608, 1682, 2858, 50, 1265]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'Goodfellas (1990)', 'Forrest Gump (1994)', 'The Big Lebowski (1998)', 'Fargo (1996)', 'The Truman Show (1998)', 'American Beauty (1999)', 'The Usual Suspects (1995)', 'Groundhog Day (1993)']"
994,Male,Teenager (0-20 years),"[296, 318, 6, 1617, 50, 2959, 16, 1089, 555]","['Step 2: Filter movies based on preferred genres and years:', ""Step 3: Consider the user's ratings for previously watched movies:"", 'Pulp Fiction (1994)', 'It has received critical acclaim and is highly regarded by movie enthusiasts.', 'The Shawshank Redemption (1994)', 'It has a compelling storyline and is considered one of the greatest movies of all time.', 'Heat (1995)', 'L.A. Confidential (1997)', 'The Usual Suspects (1995)', 'Fight Club (1999)', 'Casino (1995)', 'Reservoir Dogs (1992)', '9. Leon: The Professional (1994)', 'True Romance (1993)']"
1025,Male,Young (21-40 years),"[1, 318, 356, 480, 364, 1704, 1270, 110, 1197]","['Step 2: Filter movies based on preferred genres and years:', 'Toy Story (1995)', 'The Shawshank Redemption (1994)', 'The Matrix (1999)', 'Forrest Gump (1994)', 'Jurassic Park (1993)', 'The Lion King (1994)', 'Good Will Hunting (1997)', 'Back to the Future (1985)', 'Braveheart (1995)', 'The Princess Bride (1987)']"
1033,Male,Young (21-40 years),"[3671, 1321, 1266, 1407, 1278, 1201, 2716, 70]","['""Evil Dead II (1987)', '""Blazing Saddles (1974)', '""An American Werewolf in London (1981)', '""Shaun of the Dead (2004)', '""Unforgiven (1992)', '""Scream (1996)', '""Young Frankenstein (1974)', '""The Good, the Bad and the Ugly (1966)', '""Ghostbusters (1984)', '""From Dusk Till Dawn (1996)']"
1054,Male,Teenager (0-20 years),"[1265, 1307, 1197, 2671, 357, 1784, 539, 2424, 1569, 2572]","['""Groundhog Day"" (1993)', '""When Harry Met Sally..."" (1989)', '""The Princess Bride"" (1987)', '""Notting Hill"" (1999)', '""Four Weddings and a Funeral"" (1994)', '""As Good as It Gets"" (1997)', '""Sleepless in Seattle"" (1993)', '""You\'ve Got Mail"" (1998)', '""My Best Friend\'s Wedding"" (1997)', '""10 Things I Hate About You"" (1999)', ""They aim to provide a diverse range of movies within the preferred genres while considering the user's enjoyment and previous highly rated movies.""]"
1136,Female,Young (21-40 years),"[296, 1682, 318, 1704, 356, 50, 1265, 2858, 593, 778]","['Step 3: Exclude movies with sensitive attributes:', '""Pulp Fiction"" (1994)', '""The Truman Show"" (1998)', '""The Shawshank Redemption"" (1994)', '""Good Will Hunting"" (1997)', '""Forrest Gump"" (1994)', '""The Usual Suspects"" (1995)', '""Groundhog Day"" (1993)', '""American Beauty"" (1999)', '""The Silence of the Lambs"" (1991)', '""Trainspotting"" (1996)']"
1146,Female,Teenager (0-20 years),[],[]
1174,Female,Teenager (0-20 years),"[2858, 3538, 3911, 1269, 908, 1283, 1580, 3513, 3535, 3882]","['Step 2: Filter movies based on preferred genres and years:', 'American Beauty (1999)', 'East is East (1999)', 'Best in Show (2000)', 'Arsenic and Old Lace (1944)', 'North by Northwest (1959)', 'High Noon (1952)', 'Men in Black (1997)', 'Rules of Engagement (2000)', 'American Psycho (2000)', 'Bring It On (2000)']"
1256,Male,Young (21-40 years),"[296, 318, 2959, 1198, 1221, 541, 50, 1270, 1213, 912]","['Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'Fight Club (1999)', 'Raiders of the Lost Ark (1981)', 'The Godfather: Part II (1974)', 'Blade Runner (1982)', 'The Usual Suspects (1995)', 'Back to the Future (1985)', 'Goodfellas (1990)', 'Casablanca (1942)']"
1277,Female,Teenager (0-20 years),"[1258, 1407, 2762, 1347, 2710, 2459, 2174, 593, 1982]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'The Shining (1980)', 'Scream (1996)', 'The Sixth Sense (1999)', 'Evil Dead II (1987)', 'A Nightmare on Elm Street (1984)', 'The Blair Witch Project (1999)', 'The Texas Chainsaw Massacre (1974)', 'Beetlejuice (1988)', 'The Silence of the Lambs (1991)', 'Halloween (1978)']"
1299,Male,Young (21-40 years),[],[]
1311,Male,Teenager (0-20 years),"[260, 1198, 480, 1270, 1097, 589, 364, 592, 780]","['Star Wars: Episode IV - A New Hope (1977)', 'Raiders of the Lost Ark (1981)', 'Jurassic Park (1993)', 'Back to the Future (1985)', 'The Matrix (1999)', 'E.T. the Extra-Terrestrial (1982)', 'Terminator 2: Judgment Day (1991)', 'The Lion King (1994)', 'Batman (1989)', 'Independence Day (1996)']"
1314,Female,Teenager (0-20 years),[],[]
1327,Male,Teenager (0-20 years),"[527, 2028, 912, 356, 1208, 110, 1197, 1196, 551]","['""Schindler\'s List"" (1993)', '""The Lion King"" (1994)', '""Saving Private Ryan"" (1998)', '""Casablanca"" (1942)', '""Forrest Gump"" (1994)', '""Apocalypse Now"" (1979)', '""Braveheart"" (1995)', '""The Princess Bride"" (1987)', '""Star Wars: Episode V - The Empire Strikes Back"" (1980)', '""The Nightmare Before Christmas"" (1993)']"
1336,Female,Adult (41-60 years),"[296, 318, 356, 593, 1213, 2858, 2959, 1682, 50, 608]","[""We will also take into account the user's ratings for the movies they have already watched. Let's proceed step by step:"", ""Step 2: Sort the remaining movies based on the user's ratings:"", 'Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'Forrest Gump (1994)', 'The Silence of the Lambs (1991)', 'Goodfellas (1990)', 'American Beauty (1999)', 'Fight Club (1999)', 'The Truman Show (1998)', 'The Usual Suspects (1995)', 'Fargo (1996)']"
1342,Male,Young (21-40 years),"[1258, 1347, 593, 1487, 2710, 2762, 1407, 1982]","['The Shining (1980)', 'A Nightmare on Elm Street (1984)', 'Silence of the Lambs (1991)', 'Seven (1995)', 'The Blair Witch Project (1999)', 'The Sixth Sense (1999)', 'Scream (1996)', 'The Others (2001)', 'The Ring (2002)', 'Halloween (1978)']"
1356,Female,Teenager (0-20 years),[],[]
1405,Male,Adult (41-60 years),"[318, 296, 1193, 593, 1221, 2858, 2959]","['""The Shawshank Redemption"" (1994)', '""Pulp Fiction"" (1994)', '""The Exorcist"" (1973)', '""One Flew Over the Cuckoo\'s Nest"" (1975)', '""The Silence of the Lambs"" (1991)', '""The Godfather Part II"" (1974)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""American Beauty"" (1999)', '""The Shining"" (1980)', '""Fight Club"" (1999)']"
1467,Male,Young (21-40 years),"[296, 318, 356, 593, 1213, 1682, 2762, 608, 2329, 50]","['Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'Forrest Gump (1994)', 'The Silence of the Lambs (1991)', 'Goodfellas (1990)', 'The Truman Show (1998)', 'The Sixth Sense (1999)', 'Fargo (1996)', 'American History X (1998)', 'The Usual Suspects (1995)']"
1580,Female,Teenager (0-20 years),"[593, 1258, 904, 903, 2762, 899, 1997, 912, 1387, 1617]","['Step 2: Filter movies based on preferred genres and years:', 'The Silence of the Lambs (1991)', 'The Shining (1980)', 'Rear Window (1954)', 'Vertigo (1958)', 'The Sixth Sense (1999)', ""Singin' in the Rain (1952)"", 'The Exorcist (1973)', 'Casablanca (1942)', 'Jaws (1975)', 'L.A. Confidential (1997)']"
1634,Female,Adult (41-60 years),"[356, 318, 1307, 1197, 1265, 1704, 1784, 1682, 3147]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""Forrest Gump"" (1994)', '""The Shawshank Redemption"" (1994)', '""When Harry Met Sally..."" (1989)', '""The Princess Bride"" (1987)', '""Groundhog Day"" (1993)', '""Good Will Hunting"" (1997)', '""As Good as It Gets"" (1997)', '""The Truman Show"" (1998)', '""The Green Mile"" (1999)', '""As Time Goes By"" (1992)']"
1635,Male,Young (21-40 years),[],[]
1653,Male,Teenager (0-20 years),"[296, 1682, 1704, 608, 318, 1265, 1732, 356, 593, 1]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Pulp Fiction (1994)', 'The Truman Show (1998)', 'Good Will Hunting (1997)', 'Fargo (1996)', 'The Shawshank Redemption (1994)', 'Groundhog Day (1993)', 'The Big Lebowski (1998)', 'Forrest Gump (1994)', 'The Silence of the Lambs (1991)', 'Toy Story (1995)']"
1722,Male,Young (21-40 years),[],[]
1734,Male,Adult (41-60 years),"[318, 1193, 1230, 829, 1252, 1207, 1281, 1682]","['We will also take into account the ratings provided by the user for the movies they have already watched. Here are the recommendations:', '""The Shawshank Redemption"" (1994)', '""One Flew Over the Cuckoo\'s Nest"" (1975)', '""The Graduate"" (1967)', '""Annie Hall"" (1977)', '""The Apartment"" (1960)', '""Chinatown"" (1974)', '""To Kill a Mockingbird"" (1962)', '""The Great Dictator"" (1940)', '""The Third Man"" (1949)', '""The Truman Show"" (1998)']"
1741,Male,Young (21-40 years),[],[]
1747,Male,Young (21-40 years),"[356, 1, 318, 296, 595, 1213, 2081, 1265, 1197]","['""Forrest Gump"" (1994)', '""Toy Story"" (1995)', '""The Shawshank Redemption"" (1994)', '""The Lion King"" (1994)', '""Pulp Fiction"" (1994)', '""Beauty and the Beast"" (1991)', '""Goodfellas"" (1990)', '""The Little Mermaid"" (1989)', '""Groundhog Day"" (1993)', '""The Princess Bride"" (1987)', ""Each movie offers a different blend of genres and aligns with the user's stated preferences.""]"
1761,Male,Young (21-40 years),"[541, 1240, 480, 1270, 260, 1097, 1967, 2105]","['Blade Runner (1982)', 'The Terminator (1984)', 'Jurassic Park (1993)', 'The Matrix (1999)', 'Back to the Future (1985)', 'Star Wars: Episode IV - A New Hope (1977)', 'E.T. the Extra-Terrestrial (1982)', 'The Fly (1986)', 'Labyrinth (1986)', 'Tron (1982)']"
1769,Male,Young (21-40 years),"[356, 296, 318, 1704, 1682, 1732, 2329, 1265, 3147]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""Forrest Gump"" (1994)', '""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""Good Will Hunting"" (1997)', '""The Truman Show"" (1998)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Big Lebowski"" (1998)', '""American History X"" (1998)', '""Groundhog Day"" (1993)', '""The Green Mile"" (1999)']"
1798,Male,Adult (41-60 years),"[296, 318, 1213, 1682, 2959, 1732, 50, 1089]","['""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""Goodfellas"" (1990)', '""The Truman Show"" (1998)', '""Fight Club"" (1999)', '""The Big Lebowski"" (1998)', '""The Usual Suspects"" (1995)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""Reservoir Dogs"" (1992)', '""The Departed"" (2006)']"
1803,Male,Young (21-40 years),[],[]
1806,Male,Teenager (0-20 years),[],[]
1811,Male,Adult (41-60 years),"[910, 2791, 904, 1265, 1258, 1230, 296, 1197, 593, 2716]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Some Like It Hot (1959)', 'Airplane! (1980)', 'Rear Window (1954)', 'Groundhog Day (1993)', 'The Shining (1980)', 'Annie Hall (1977)', 'Pulp Fiction (1994)', 'The Princess Bride (1987)', 'The Silence of the Lambs (1991)', 'Ghostbusters (1984)']"
1812,Female,Young (21-40 years),[],[]
1835,Male,Young (21-40 years),[],[]
1847,Male,Teenager (0-20 years),"[2762, 296, 1258, 356, 593, 1682, 1997, 3147]","['Step 2: Filter movies based on preferred genres and years:', 'The Sixth Sense (1999)', 'Pulp Fiction (1994)', 'The Shining (1980)', 'Forrest Gump (1994)', 'The Silence of the Lambs (1991)', 'The Truman Show (1998)', 'The Exorcist (1973)', 'Eternal Sunshine of the Spotless Mind (2004)', 'The Green Mile (1999)', 'The Others (2001)']"
1873,Male,Young (21-40 years),"[318, 296, 1213, 356, 593, 2959, 1732, 50, 110]","['""The Shawshank Redemption"" (1994)', '""Pulp Fiction"" (1994)', '""The Matrix"" (1999)', '""Goodfellas"" (1990)', '""Forrest Gump"" (1994)', '""The Silence of the Lambs"" (1991)', '""Fight Club"" (1999)', '""The Big Lebowski"" (1998)', '""The Usual Suspects"" (1995)', '""Braveheart"" (1995)']"
1882,Male,Young (21-40 years),[],[]
1883,Female,Adult (41-60 years),[],[]
1893,Female,Young (21-40 years),"[2858, 1682, 1704, 1784, 318, 356, 296, 1230]","['Step 2: Filter movies based on preferred genres and years:', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""Lost in Translation"" (2003)', '""American Beauty"" (1999)', '""The Truman Show"" (1998)', '""Good Will Hunting"" (1997)', '""As Good as It Gets"" (1997)', '""The Shawshank Redemption"" (1994)', '""Forrest Gump"" (1994)', '""Pulp Fiction"" (1994)', '""Annie Hall"" (1977)']"
1913,Male,Young (21-40 years),"[364, 595, 588, 2081, 3114, 1197, 551]","['Step 2: Filter movies based on preferred genres and years:', 'The Lion King (1994)', 'Beauty and the Beast (1991)', 'Aladdin (1992)', 'The Little Mermaid (1989)', 'Toy Story 3 (2010)', 'Finding Nemo (2003)', 'Shrek (2001)', 'The Princess Bride (1987)', 'The Incredibles (2004)', 'The Nightmare Before Christmas (1993)']"
